campaign_schema_version,campaign_id,run_timestamp_utc,map_id,generator_type,method,status,policy_skip_detail,num_vertices,num_edges,pair_seed,pair_list_hash,query_count,warmup_queries,correctness_check_count,preprocess_ns,estimated_index_bytes,peak_preprocess_rss_bytes,query_count_timed,query_mean_ns,query_median_ns,query_p95_ns,query_min_ns,query_max_ns,queries_per_second,total_benchmark_ns,speedup_vs_bfs,total_speedup_vs_bfs,correctness_checks,correctness_mismatches,correctness_failed,warshall_matrix_order,kleene_parallel,kleene_thread_count,config_id,brick_tile_width,brick_tile_height,max_memory_bytes,hbrick_group_width,hbrick_group_height,hbrick_max_depth,closure_early_stop,map_class,passable_cells,num_sccs,kleene_rounds_scheduled,kleene_rounds_effective,timer_source
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,CsrBfs,Completed,,121,24,13238609,12438237472407304438,64,8,16,0,0,4489216,64,76.5312,70,111,64,120,1.30666e+07,6560,1,1,16,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickSearch,Completed,,121,24,13238609,12438237472407304438,64,8,16,102349,7140,4489216,64,235.891,34,159,22,11456,4.23925e+06,123287,0.324435,0.0532092,16,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickClosure,Completed,,121,24,13238609,12438237472407304438,64,8,16,122756,7644,4489216,64,59.5781,32,193,21,209,1.67847e+07,128047,1.28455,0.0512312,16,0,false,31,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,2,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,HBrick,Completed,,121,24,13238609,12438237472407304438,64,8,16,227969,5324,4489216,64,158.875,28,1001,26,1590,6.29426e+06,242497,0.481707,0.0270519,16,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,CsrBfs,Completed,,121,24,13238609,12438237472407304438,64,8,16,0,0,4562944,64,79.2031,92,148,32,193,1.26258e+07,6906,1,1,16,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,BrickSearch,Completed,,121,24,13238609,12438237472407304438,64,8,16,111374,7140,4562944,64,63.6719,40,201,24,251,1.57055e+07,117375,1.24393,0.0588371,16,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,BrickClosure,Completed,,121,24,13238609,12438237472407304438,64,8,16,135612,7644,4562944,64,77.7188,40,219,26,570,1.28669e+07,142247,1.0191,0.0485494,16,0,false,31,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,2,0,steady_clock
2,run01,2026-06-29T22:55:57Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,HBrick,Completed,,121,24,13238609,12438237472407304438,64,8,16,335753,5324,4562944,64,285.094,53,1776,34,2642,3.50762e+06,361360,0.277814,0.0191111,16,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,CsrBfs,Completed,,121,24,13238609,7591573326690181237,256,16,32,0,0,4464640,256,295.062,113,195,46,46375,3.38911e+06,79879,1,1,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,CsrDfs,Completed,,121,24,13238609,7591573326690181237,256,16,32,0,0,4464640,256,122.477,114,186,96,230,8.16483e+06,35319,2.40913,2.26164,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,SccDagSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,34185,584,4464640,256,51.1719,47,81,42,136,1.9542e+07,49491,5.76611,1.61401,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,SccDagClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,49516,1856,4464640,256,38.0117,36,53,33,67,2.63077e+07,61128,7.76241,1.30675,32,0,false,116,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,TwoHop,Completed,,121,24,13238609,7591573326690181237,256,16,32,62759,7096,4464640,256,49.918,47,76,33,121,2.00329e+07,77906,5.91095,1.02533,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,Grail,Completed,,121,24,13238609,7591573326690181237,256,16,32,24649,4840,4464640,256,108.328,107,154,43,200,9.23121e+06,55771,2.72378,1.43227,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,FullClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,39959,1936,4464640,256,37.6016,35,52,32,74,2.65946e+07,51340,7.84708,1.55588,32,0,false,121,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,CsrBfs,Completed,,121,24,13238609,7591573326690181237,256,16,32,0,0,4538368,256,117.117,114,184,47,404,8.53846e+06,34041,1,1,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,CsrDfs,Completed,,121,24,13238609,7591573326690181237,256,16,32,0,0,4538368,256,121.258,112,185,81,318,8.24689e+06,35229,0.965853,0.966278,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,SccDagSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,16991,584,4538368,256,119.676,115,151,97,211,8.35591e+06,51262,0.978621,0.664059,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,SccDagClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,62682,1856,4538368,256,92.2734,92,94,89,97,1.08374e+07,89395,1.26924,0.380793,32,0,false,116,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,TwoHop,Completed,,121,24,13238609,7591573326690181237,256,16,32,88642,7096,4538368,256,105.367,104,136,88,163,9.49062e+06,119227,1.11151,0.285514,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,Grail,Completed,,121,24,13238609,7591573326690181237,256,16,32,24855,4840,4538368,256,174.879,174,223,97,282,5.71824e+06,74627,0.669704,0.456149,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:23:41Z,proc_w5h5_c1_o1_open2_random_asymmetric_i1,procedural_maze,FullClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,49869,1936,4538368,256,92.4805,92,94,90,95,1.08131e+07,76622,1.2664,0.444272,32,0,false,121,false,1,t4x4_k0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,118352,7140,4505600,256,46.3516,26,161,21,283,2.15742e+07,132687,0,0,32,0,false,0,false,1,t4x4_k1n0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,166454,7644,4505600,256,45.668,23,140,20,815,2.18972e+07,184556,0,0,32,0,false,31,true,8,t4x4_k1n0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,2,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,HBrick,Completed,,121,24,13238609,7591573326690181237,256,16,32,296098,5324,4505600,256,108.414,29,821,27,1679,9.2239e+06,329097,0,0,32,0,false,0,false,1,t4x4_k1n0_mem512m_hg2x2_dfull,4,4,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,82439,5004,4583424,256,63.1562,50,177,23,291,1.58337e+07,101990,0,0,32,0,false,0,false,1,t8x8_k0_mem512m_hg2x2_dfull,8,8,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,90101,5300,4583424,256,60.332,36,224,23,329,1.65749e+07,107572,0,0,32,0,false,18,false,1,t8x8_k0_mem512m_hg2x2_dfull,8,8,536870912,2,2,4294967295,false,cyclic_maze,50,116,1,1,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,HBrick,Completed,,121,24,13238609,7591573326690181237,256,16,32,149046,2940,4583424,256,67.0703,29,235,27,1356,1.49097e+07,171458,0,0,32,0,false,0,false,1,t8x8_k0_mem512m_hg2x2_dfull,8,8,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,85354,5004,4587520,256,53.1055,38,157,23,287,1.88305e+07,101475,0,0,32,0,false,0,false,1,t8x8_k1n0_mem512m_hg2x2_dfull,8,8,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,139498,5300,4587520,256,60.9648,36,221,21,399,1.64029e+07,157670,0,0,32,0,false,18,true,8,t8x8_k1n0_mem512m_hg2x2_dfull,8,8,536870912,2,2,4294967295,false,cyclic_maze,50,116,1,1,steady_clock
2,run01,2026-06-30T21:24:11Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,HBrick,Completed,,121,24,13238609,7591573326690181237,256,16,32,139903,2940,4587520,256,74.1484,29,305,27,1214,1.34865e+07,163558,0,0,32,0,false,0,false,1,t8x8_k1n0_mem512m_hg2x2_dfull,8,8,536870912,2,2,4294967295,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:28:34Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,115669,7140,4530176,256,45.7422,30,148,28,251,2.18617e+07,129766,0,0,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_d2,4,4,536870912,2,2,2,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:28:34Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,101293,7644,4530176,256,46.3867,29,151,27,228,2.15579e+07,115360,0,0,32,0,false,31,false,1,t4x4_k0_mem512m_hg2x2_d2,4,4,536870912,2,2,2,false,cyclic_maze,50,116,2,0,steady_clock
2,run01,2026-06-30T21:28:34Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,HBrick,Completed,,121,24,13238609,7591573326690181237,256,16,32,192439,4084,4530176,256,104.172,37,608,35,1704,9.59952e+06,223835,0,0,32,0,false,0,false,1,t4x4_k0_mem512m_hg2x2_d2,4,4,536870912,2,2,2,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:28:34Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickSearch,Completed,,121,24,13238609,7591573326690181237,256,16,32,104879,5004,4620288,256,94.0117,76,211,73,285,1.0637e+07,132512,0,0,32,0,false,0,false,1,t8x8_k0_mem512m_hg2x2_d2,8,8,536870912,2,2,2,false,cyclic_maze,50,116,0,0,steady_clock
2,run01,2026-06-30T21:28:34Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,BrickClosure,Completed,,121,24,13238609,7591573326690181237,256,16,32,89867,5300,4620288,256,47.5977,29,159,28,233,2.10094e+07,104167,0,0,32,0,false,18,false,1,t8x8_k0_mem512m_hg2x2_d2,8,8,536870912,2,2,2,false,cyclic_maze,50,116,1,1,steady_clock
2,run01,2026-06-30T21:28:34Z,proc_w5h5_c1_o1_open2_random_asymmetric_i0,procedural_maze,HBrick,Completed,,121,24,13238609,7591573326690181237,256,16,32,98224,2940,4620288,256,73.9102,37,240,36,1143,1.35299e+07,122335,0,0,32,0,false,0,false,1,t8x8_k0_mem512m_hg2x2_d2,8,8,536870912,2,2,2,false,cyclic_maze,50,116,0,0,steady_clock
